code_insee,nom_standard,reg_code,reg_nom,dep_code,dep_nom,latitude_centre,longitude_centre
49367,Erdre-en-Anjou,52,Pays de la Loire,49,Maine-et-Loire,47.588,-0.85
49368,Vernantes,52,Pays de la Loire,49,Maine-et-Loire,47.394,0.029
49369,Vernoil-le-Fourrier,52,Pays de la Loire,49,Maine-et-Loire,47.396,0.097
49370,Verrie,52,Pays de la Loire,49,Maine-et-Loire,47.268,-0.187
49371,Vezins,52,Pays de la Loire,49,Maine-et-Loire,47.115,-0.721
49373,Lys-Haut-Layon,52,Pays de la Loire,49,Maine-et-Loire,47.137,-0.56
49374,Villebernier,52,Pays de la Loire,49,Maine-et-Loire,47.262,-0.021
49377,Rives-du-Loir-en-Anjou,52,Pays de la Loire,49,Maine-et-Loire,47.549,-0.447
49378,Vivy,52,Pays de la Loire,49,Maine-et-Loire,47.323,-0.067
49381,Yzernay,52,Pays de la Loire,49,Maine-et-Loire,47.034,-0.697
53001,Ahuillé,52,Pays de la Loire,53,Mayenne,48.024,-0.873
53002,Alexain,52,Pays de la Loire,53,Mayenne,48.232,-0.736
53003,Ambrières-les-Vallées,52,Pays de la Loire,53,Mayenne,48.423,-0.624
53005,Andouillé,52,Pays de la Loire,53,Mayenne,48.177,-0.793
53007,Argentré,52,Pays de la Loire,53,Mayenne,48.091,-0.632
53008,Aron,52,Pays de la Loire,53,Mayenne,48.304,-0.55
53009,Arquenay,52,Pays de la Loire,53,Mayenne,47.986,-0.588
53010,Assé-le-Bérenger,52,Pays de la Loire,53,Mayenne,48.156,-0.319
53011,Astillé,52,Pays de la Loire,53,Mayenne,47.962,-0.846
53012,Athée,52,Pays de la Loire,53,Mayenne,47.882,-0.937
53013,Averton,52,Pays de la Loire,53,Mayenne,48.355,-0.21
53015,La Baconnière,52,Pays de la Loire,53,Mayenne,48.175,-0.9
53016,Bais,52,Pays de la Loire,53,Mayenne,48.253,-0.357
53017,Val-du-Maine,52,Pays de la Loire,53,Mayenne,47.937,-0.416
53018,Ballots,52,Pays de la Loire,53,Mayenne,47.904,-1.059
53019,Bannes,52,Pays de la Loire,53,Mayenne,47.985,-0.351
53021,La Bazoge-Montpinçon,52,Pays de la Loire,53,Mayenne,48.271,-0.584
53022,La Bazouge-de-Chemeré,52,Pays de la Loire,53,Mayenne,48.007,-0.505
53023,La Bazouge-des-Alleux,52,Pays de la Loire,53,Mayenne,48.186,-0.601
53025,Bazougers,52,Pays de la Loire,53,Mayenne,48.026,-0.593
53026,Beaulieu-sur-Oudon,52,Pays de la Loire,53,Mayenne,47.992,-0.988
53027,Beaumont-Pied-de-Bœuf,52,Pays de la Loire,53,Mayenne,47.908,-0.441
53028,Belgeard,52,Pays de la Loire,53,Mayenne,48.252,-0.56
53029,Bierné-les-Villages,52,Pays de la Loire,53,Mayenne,47.807,-0.533
53030,Le Bignon-du-Maine,52,Pays de la Loire,53,Mayenne,47.951,-0.626
53031,La Bigottière,52,Pays de la Loire,53,Mayenne,48.223,-0.796
53033,La Boissière,52,Pays de la Loire,53,Mayenne,47.772,-0.979
53034,Bonchamp-lès-Laval,52,Pays de la Loire,53,Mayenne,48.068,-0.698
53035,Bouchamps-lès-Craon,52,Pays de la Loire,53,Mayenne,47.806,-0.985
53036,Bouère,52,Pays de la Loire,53,Mayenne,47.861,-0.485
53037,Bouessay,52,Pays de la Loire,53,Mayenne,47.872,-0.393
53038,Boulay-les-Ifs,52,Pays de la Loire,53,Mayenne,48.426,-0.139
53039,Le Bourgneuf-la-Forêt,52,Pays de la Loire,53,Mayenne,48.164,-0.978
53040,Bourgon,52,Pays de la Loire,53,Mayenne,48.16,-1.045
53041,Brains-sur-les-Marches,52,Pays de la Loire,53,Mayenne,47.884,-1.176
53042,Brecé,52,Pays de la Loire,53,Mayenne,48.39,-0.771
53043,Brée,52,Pays de la Loire,53,Mayenne,48.156,-0.518
53045,La Brûlatte,52,Pays de la Loire,53,Mayenne,48.09,-0.973
53046,Le Buret,52,Pays de la Loire,53,Mayenne,47.919,-0.501
53047,Carelles,52,Pays de la Loire,53,Mayenne,48.389,-0.9
53048,Chailland,52,Pays de la Loire,53,Mayenne,48.232,-0.869
53049,Châlons-du-Maine,52,Pays de la Loire,53,Mayenne,48.16,-0.646
53051,Champéon,52,Pays de la Loire,53,Mayenne,48.356,-0.513
53052,Champfrémont,52,Pays de la Loire,53,Mayenne,48.433,-0.104
53053,Champgenéteux,52,Pays de la Loire,53,Mayenne,48.294,-0.376
53054,Changé,52,Pays de la Loire,53,Mayenne,48.108,-0.8
53055,Chantrigné,52,Pays de la Loire,53,Mayenne,48.413,-0.56
53056,La Chapelle-Anthenaise,52,Pays de la Loire,53,Mayenne,48.132,-0.66
53057,La Chapelle-au-Riboul,52,Pays de la Loire,53,Mayenne,48.316,-0.433
53058,La Chapelle-Craonnaise,52,Pays de la Loire,53,Mayenne,47.902,-0.908
53059,La Chapelle-Rainsouin,52,Pays de la Loire,53,Mayenne,48.097,-0.528
53061,Charchigné,52,Pays de la Loire,53,Mayenne,48.414,-0.407
53062,Château-Gontier-sur-Mayenne,52,Pays de la Loire,53,Mayenne,47.829,-0.739
53063,Châtelain,52,Pays de la Loire,53,Mayenne,47.807,-0.596
53064,Châtillon-sur-Colmont,52,Pays de la Loire,53,Mayenne,48.336,-0.758
53066,Chemazé,52,Pays de la Loire,53,Mayenne,47.778,-0.766
53067,Chémeré-le-Roi,52,Pays de la Loire,53,Mayenne,47.974,-0.446
53068,Chérancé,52,Pays de la Loire,53,Mayenne,47.801,-0.927
53069,Chevaigné-du-Maine,52,Pays de la Loire,53,Mayenne,48.438,-0.401
53071,Colombiers-du-Plessis,52,Pays de la Loire,53,Mayenne,48.388,-0.847
53072,Commer,52,Pays de la Loire,53,Mayenne,48.235,-0.62
53073,Congrier,52,Pays de la Loire,53,Mayenne,47.803,-1.125
53074,Contest,52,Pays de la Loire,53,Mayenne,48.26,-0.69
53075,Cosmes,52,Pays de la Loire,53,Mayenne,47.918,-0.87
53076,Cossé-en-Champagne,52,Pays de la Loire,53,Mayenne,47.965,-0.324
53077,Cossé-le-Vivien,52,Pays de la Loire,53,Mayenne,47.946,-0.935
53078,Coudray,52,Pays de la Loire,53,Mayenne,47.791,-0.638
53079,Couesmes-Vaucé,52,Pays de la Loire,53,Mayenne,48.448,-0.71
53080,Couptrain,52,Pays de la Loire,53,Mayenne,48.482,-0.291
53082,Courbeveille,52,Pays de la Loire,53,Mayenne,47.987,-0.888
53083,Courcité,52,Pays de la Loire,53,Mayenne,48.304,-0.254
53084,Craon,52,Pays de la Loire,53,Mayenne,47.845,-0.943
53085,Crennes-sur-Fraubée,52,Pays de la Loire,53,Mayenne,48.383,-0.266
53086,La Croixille,52,Pays de la Loire,53,Mayenne,48.197,-1.042
53087,La Cropte,52,Pays de la Loire,53,Mayenne,47.954,-0.492
53088,Cuillé,52,Pays de la Loire,53,Mayenne,47.966,-1.115
53089,Daon,52,Pays de la Loire,53,Mayenne,47.758,-0.628
53090,Denazé,52,Pays de la Loire,53,Mayenne,47.881,-0.883
53091,Désertines,52,Pays de la Loire,53,Mayenne,48.474,-0.876
53093,La Dorée,52,Pays de la Loire,53,Mayenne,48.448,-0.968
53094,Entrammes,52,Pays de la Loire,53,Mayenne,47.993,-0.715
53096,Ernée,52,Pays de la Loire,53,Mayenne,48.304,-0.936
53097,Évron,52,Pays de la Loire,53,Mayenne,48.152,-0.389
53098,Fontaine-Couverte,52,Pays de la Loire,53,Mayenne,47.914,-1.14
53099,Forcé,52,Pays de la Loire,53,Mayenne,48.029,-0.704
53100,Fougerolles-du-Plessis,52,Pays de la Loire,53,Mayenne,48.483,-0.946
53101,Fromentières,52,Pays de la Loire,53,Mayenne,47.872,-0.668
53102,Gastines,52,Pays de la Loire,53,Mayenne,47.94,-1.112
53103,Le Genest-Saint-Isle,52,Pays de la Loire,53,Mayenne,48.104,-0.895
53104,Gennes-Longuefuye,52,Pays de la Loire,53,Mayenne,47.844,-0.586
53105,Gesnes,52,Pays de la Loire,53,Mayenne,48.15,-0.594
53106,Gesvres,52,Pays de la Loire,53,Mayenne,48.376,-0.164
53107,Gorron,52,Pays de la Loire,53,Mayenne,48.422,-0.802
53108,La Gravelle,52,Pays de la Loire,53,Mayenne,48.081,-1.024
53109,Grazay,52,Pays de la Loire,53,Mayenne,48.286,-0.476
53110,Grez-en-Bouère,52,Pays de la Loire,53,Mayenne,47.87,-0.538
53111,La Haie-Traversaine,52,Pays de la Loire,53,Mayenne,48.359,-0.614
53112,Le Ham,52,Pays de la Loire,53,Mayenne,48.374,-0.353
53113,Hambers,52,Pays de la Loire,53,Mayenne,48.254,-0.426
53114,Hardanges,52,Pays de la Loire,53,Mayenne,48.341,-0.406
53115,Hercé,52,Pays de la Loire,53,Mayenne,48.423,-0.861
53116,Le Horps,52,Pays de la Loire,53,Mayenne,48.39,-0.463
53117,Houssay,52,Pays de la Loire,53,Mayenne,47.911,-0.745
53118,Le Housseau-Brétignolles,52,Pays de la Loire,53,Mayenne,48.471,-0.537
53119,L'Huisserie,52,Pays de la Loire,53,Mayenne,48.017,-0.766
53120,Izé,52,Pays de la Loire,53,Mayenne,48.225,-0.301
53121,Javron-les-Chapelles,52,Pays de la Loire,53,Mayenne,48.421,-0.331
53122,Jublains,52,Pays de la Loire,53,Mayenne,48.246,-0.498
53123,Juvigné,52,Pays de la Loire,53,Mayenne,48.236,-1.022
53124,Prée-d'Anjou,52,Pays de la Loire,53,Mayenne,47.845,-0.835
53125,Landivy,52,Pays de la Loire,53,Mayenne,48.479,-1.039
53126,Larchamp,52,Pays de la Loire,53,Mayenne,48.349,-1.003
53127,Lassay-les-Châteaux,52,Pays de la Loire,53,Mayenne,48.442,-0.499
53128,Laubrières,52,Pays de la Loire,53,Mayenne,47.948,-1.071
53129,Launay-Villiers,52,Pays de la Loire,53,Mayenne,48.133,-1.012
53130,Laval,52,Pays de la Loire,53,Mayenne,48.061,-0.766
53131,Lesbois,52,Pays de la Loire,53,Mayenne,48.451,-0.794
53132,Levaré,52,Pays de la Loire,53,Mayenne,48.419,-0.907
53133,Lignières-Orgères,52,Pays de la Loire,53,Mayenne,48.529,-0.212
53134,Livet,52,Pays de la Loire,53,Mayenne,48.112,-0.463
53135,Livré-la-Touche,52,Pays de la Loire,53,Mayenne,47.889,-0.993
53136,La Roche-Neuville,52,Pays de la Loire,53,Mayenne,47.868,-0.737
53137,Loiron-Ruillé,52,Pays de la Loire,53,Mayenne,48.063,-0.919
53139,Loupfougères,52,Pays de la Loire,53,Mayenne,48.332,-0.352
53140,Louverné,52,Pays de la Loire,53,Mayenne,48.126,-0.712
53141,Louvigné,52,Pays de la Loire,53,Mayenne,48.055,-0.635
53142,Madré,52,Pays de la Loire,53,Mayenne,48.47,-0.376
53143,Maisoncelles-du-Maine,52,Pays de la Loire,53,Mayenne,47.968,-0.66
53144,Marcillé-la-Ville,52,Pays de la Loire,53,Mayenne,48.325,-0.481
53145,Marigné-Peuton,52,Pays de la Loire,53,Mayenne,47.858,-0.799
53146,Martigné-sur-Mayenne,52,Pays de la Loire,53,Mayenne,48.203,-0.661
53147,Mayenne,52,Pays de la Loire,53,Mayenne,48.308,-0.615
53148,Mée,52,Pays de la Loire,53,Mayenne,47.802,-0.866
53150,Ménil,52,Pays de la Loire,53,Mayenne,47.764,-0.688
53151,Méral,52,Pays de la Loire,53,Mayenne,47.952,-1.015
53152,Meslay-du-Maine,52,Pays de la Loire,53,Mayenne,47.947,-0.559
53153,Mézangers,52,Pays de la Loire,53,Mayenne,48.2,-0.45
53154,Montaudin,52,Pays de la Loire,53,Mayenne,48.381,-0.98
53155,Montenay,52,Pays de la Loire,53,Mayenne,48.279,-0.892
53156,Montflours,52,Pays de la Loire,53,Mayenne,48.17,-0.726
53157,Montigné-le-Brillant,52,Pays de la Loire,53,Mayenne,48.013,-0.817
53158,Montjean,52,Pays de la Loire,53,Mayenne,48.008,-0.942
53160,Montreuil-Poulay,52,Pays de la Loire,53,Mayenne,48.386,-0.536
53161,Montsûrs,52,Pays de la Loire,53,Mayenne,48.134,-0.552
53162,Moulay,52,Pays de la Loire,53,Mayenne,48.265,-0.621
53163,Neau,52,Pays de la Loire,53,Mayenne,48.17,-0.475
53164,Neuilly-le-Vendin,52,Pays de la Loire,53,Mayenne,48.49,-0.326
53165,Niafles,52,Pays de la Loire,53,Mayenne,47.847,-1.0
53168,Nuillé-sur-Vicoin,52,Pays de la Loire,53,Mayenne,47.98,-0.779
53169,Olivet,52,Pays de la Loire,53,Mayenne,48.121,-0.935
53170,Oisseau,52,Pays de la Loire,53,Mayenne,48.362,-0.667
53172,Origné,52,Pays de la Loire,53,Mayenne,47.952,-0.735
53173,La Pallu,52,Pays de la Loire,53,Mayenne,48.505,-0.297
53174,Parigné-sur-Braye,52,Pays de la Loire,53,Mayenne,48.323,-0.647
53175,Parné-sur-Roc,52,Pays de la Loire,53,Mayenne,48.01,-0.665
53176,Le Pas,52,Pays de la Loire,53,Mayenne,48.422,-0.695
53177,La Pellerine,52,Pays de la Loire,53,Mayenne,48.32,-1.034
53178,Peuton,52,Pays de la Loire,53,Mayenne,47.889,-0.813
53179,Placé,52,Pays de la Loire,53,Mayenne,48.264,-0.776
53180,Pommerieux,52,Pays de la Loire,53,Mayenne,47.828,-0.9
53181,Pontmain,52,Pays de la Loire,53,Mayenne,48.434,-1.065
53182,Port-Brillet,52,Pays de la Loire,53,Mayenne,48.121,-0.964
53184,Préaux,52,Pays de la Loire,53,Mayenne,47.937,-0.465
53185,Pré-en-Pail-Saint-Samson,52,Pays de la Loire,53,Mayenne,48.447,-0.197
53186,Quelaines-Saint-Gault,52,Pays de la Loire,53,Mayenne,47.928,-0.799
53187,Ravigny,52,Pays de la Loire,53,Mayenne,48.442,-0.068
53188,Renazé,52,Pays de la Loire,53,Mayenne,47.784,-1.04
53189,Rennes-en-Grenouilles,52,Pays de la Loire,53,Mayenne,48.491,-0.507
53190,Le Ribay,52,Pays de la Loire,53,Mayenne,48.378,-0.416
53191,La Roë,52,Pays de la Loire,53,Mayenne,47.891,-1.103
53192,La Rouaudière,52,Pays de la Loire,53,Mayenne,47.838,-1.186
53193,Ruillé-Froid-Fonds,52,Pays de la Loire,53,Mayenne,47.906,-0.625
53195,Sacé,52,Pays de la Loire,53,Mayenne,48.18,-0.699
53196,Saint-Aignan-de-Couptrain,52,Pays de la Loire,53,Mayenne,48.46,-0.301
53197,Saint-Aignan-sur-Roë,52,Pays de la Loire,53,Mayenne,47.85,-1.14
53198,Saint-Aubin-du-Désert,52,Pays de la Loire,53,Mayenne,48.315,-0.185
53199,Saint-Aubin-Fosse-Louvain,52,Pays de la Loire,53,Mayenne,48.449,-0.836
53200,Saint-Baudelle,52,Pays de la Loire,53,Mayenne,48.287,-0.651
53201,Saint-Berthevin,52,Pays de la Loire,53,Mayenne,48.07,-0.845
53202,Saint-Berthevin-la-Tannière,52,Pays de la Loire,53,Mayenne,48.407,-0.948
53203,Saint-Brice,52,Pays de la Loire,53,Mayenne,47.862,-0.44
53204,Saint-Calais-du-Désert,52,Pays de la Loire,53,Mayenne,48.49,-0.251
53206,Saint-Charles-la-Forêt,52,Pays de la Loire,53,Mayenne,47.92,-0.569
53208,Saint-Cyr-en-Pail,52,Pays de la Loire,53,Mayenne,48.434,-0.254
53209,Saint-Cyr-le-Gravelais,52,Pays de la Loire,53,Mayenne,48.039,-1.005
53210,Saint-Denis-d'Anjou,52,Pays de la Loire,53,Mayenne,47.79,-0.444
53211,Saint-Denis-de-Gastines,52,Pays de la Loire,53,Mayenne,48.347,-0.871
53212,Saint-Denis-du-Maine,52,Pays de la Loire,53,Mayenne,47.981,-0.522
53213,Saint-Ellier-du-Maine,52,Pays de la Loire,53,Mayenne,48.404,-1.04
53214,Saint-Erblon,52,Pays de la Loire,53,Mayenne,47.787,-1.158
53216,Saint-Fraimbault-de-Prières,52,Pays de la Loire,53,Mayenne,48.349,-0.574
53218,Sainte-Gemmes-le-Robert,52,Pays de la Loire,53,Mayenne,48.205,-0.373
53219,Saint-Georges-Buttavent,52,Pays de la Loire,53,Mayenne,48.301,-0.71
53220,Saint-Georges-le-Fléchard,52,Pays de la Loire,53,Mayenne,48.036,-0.515
53221,Saint-Georges-sur-Erve,52,Pays de la Loire,53,Mayenne,48.177,-0.292
53222,Saint-Germain-d'Anxure,52,Pays de la Loire,53,Mayenne,48.218,-0.734
53223,Saint-Germain-de-Coulamer,52,Pays de la Loire,53,Mayenne,48.268,-0.186
53224,Saint-Germain-le-Fouilloux,52,Pays de la Loire,53,Mayenne,48.14,-0.812
53225,Saint-Germain-le-Guillaume,52,Pays de la Loire,53,Mayenne,48.207,-0.827
53226,Saint-Hilaire-du-Maine,52,Pays de la Loire,53,Mayenne,48.223,-0.931
53228,Blandouet-Saint Jean,52,Pays de la Loire,53,Mayenne,48.04,-0.388
53229,Saint-Jean-sur-Mayenne,52,Pays de la Loire,53,Mayenne,48.141,-0.752
53230,Saint-Julien-du-Terroux,52,Pays de la Loire,53,Mayenne,48.484,-0.409
53232,Saint-Léger,52,Pays de la Loire,53,Mayenne,48.086,-0.446
53233,Saint-Loup-du-Dorat,52,Pays de la Loire,53,Mayenne,47.886,-0.424
53234,Saint-Loup-du-Gast,52,Pays de la Loire,53,Mayenne,48.387,-0.584
53235,Sainte-Marie-du-Bois,52,Pays de la Loire,53,Mayenne,48.469,-0.483
53236,Saint-Mars-du-Désert,52,Pays de la Loire,53,Mayenne,48.295,-0.17
53237,Saint-Mars-sur-Colmont,52,Pays de la Loire,53,Mayenne,48.383,-0.709
53238,Saint-Mars-sur-la-Futaie,52,Pays de la Loire,53,Mayenne,48.431,-1.012
53240,Saint-Martin-du-Limet,52,Pays de la Loire,53,Mayenne,47.815,-1.029
53242,Saint-Michel-de-la-Roë,52,Pays de la Loire,53,Mayenne,47.872,-1.124
53243,Saint-Ouën-des-Toits,52,Pays de la Loire,53,Mayenne,48.142,-0.893
53245,Saint-Pierre-des-Landes,52,Pays de la Loire,53,Mayenne,48.288,-1.028
53246,Saint-Pierre-des-Nids,52,Pays de la Loire,53,Mayenne,48.398,-0.109
53247,Saint-Pierre-la-Cour,52,Pays de la Loire,53,Mayenne,48.108,-1.024
53248,Saint-Pierre-sur-Erve,52,Pays de la Loire,53,Mayenne,48.012,-0.41
53249,Vimartin-sur-Orthe,52,Pays de la Loire,53,Mayenne,48.228,-0.193
53250,Saint-Poix,52,Pays de la Loire,53,Mayenne,47.966,-1.044
53251,Saint-Quentin-les-Anges,52,Pays de la Loire,53,Mayenne,47.777,-0.875
53253,Saint-Saturnin-du-Limet,52,Pays de la Loire,53,Mayenne,47.816,-1.089
53255,Sainte-Suzanne-et-Chammes,52,Pays de la Loire,53,Mayenne,48.103,-0.355
53256,Saint-Thomas-de-Courceriers,52,Pays de la Loire,53,Mayenne,48.264,-0.266
53257,Saulges,52,Pays de la Loire,53,Mayenne,47.976,-0.406
53258,La Selle-Craonnaise,52,Pays de la Loire,53,Mayenne,47.847,-1.058
53259,Senonnes,52,Pays de la Loire,53,Mayenne,47.807,-1.196
53260,Simplé,52,Pays de la Loire,53,Mayenne,47.883,-0.855
53261,Soucé,52,Pays de la Loire,53,Mayenne,48.467,-0.67
53262,Soulgé-sur-Ouette,52,Pays de la Loire,53,Mayenne,48.062,-0.558
53263,Thubœuf,52,Pays de la Loire,53,Mayenne,48.496,-0.454
53264,Thorigné-en-Charnie,52,Pays de la Loire,53,Mayenne,48.006,-0.36
53265,Torcé-Viviers-en-Charnie,52,Pays de la Loire,53,Mayenne,48.097,-0.272
53266,Trans,52,Pays de la Loire,53,Mayenne,48.283,-0.308
53267,Vaiges,52,Pays de la Loire,53,Mayenne,48.051,-0.471
53269,Vautorte,52,Pays de la Loire,53,Mayenne,48.298,-0.823
53270,Vieuvy,52,Pays de la Loire,53,Mayenne,48.446,-0.878
53271,Villaines-la-Juhel,52,Pays de la Loire,53,Mayenne,48.339,-0.292
53272,Villepail,52,Pays de la Loire,53,Mayenne,48.403,-0.264
53273,Villiers-Charlemagne,52,Pays de la Loire,53,Mayenne,47.925,-0.683
53276,Voutré,52,Pays de la Loire,53,Mayenne,48.137,-0.292
56001,Allaire,53,Bretagne,56,Morbihan,47.639,-2.177
56002,Ambon,53,Bretagne,56,Morbihan,47.557,-2.541
56003,Arradon,53,Bretagne,56,Morbihan,47.634,-2.822
56004,Arzal,53,Bretagne,56,Morbihan,47.52,-2.405
56005,Arzon,53,Bretagne,56,Morbihan,47.547,-2.888
56006,Augan,53,Bretagne,56,Morbihan,47.912,-2.268
56007,Auray,53,Bretagne,56,Morbihan,47.668,-2.99
56008,Baden,53,Bretagne,56,Morbihan,47.615,-2.904
56009,Bangor,53,Bretagne,56,Morbihan,47.313,-3.192
56010,Baud,53,Bretagne,56,Morbihan,47.875,-3.031
56011,Béganne,53,Bretagne,56,Morbihan,47.603,-2.244
56012,Beignon,53,Bretagne,56,Morbihan,47.966,-2.18
56013,Belz,53,Bretagne,56,Morbihan,47.672,-3.162
56014,Berné,53,Bretagne,56,Morbihan,47.985,-3.374
56015,Berric,53,Bretagne,56,Morbihan,47.638,-2.528
56017,Bignan,53,Bretagne,56,Morbihan,47.877,-2.759
56018,Billiers,53,Bretagne,56,Morbihan,47.524,-2.48
56019,Billio,53,Bretagne,56,Morbihan,47.868,-2.648
56020,Bohal,53,Bretagne,56,Morbihan,47.784,-2.447
56021,Brandérion,53,Bretagne,56,Morbihan,47.792,-3.193
56022,Brandivy,53,Bretagne,56,Morbihan,47.784,-2.922
56023,Brech,53,Bretagne,56,Morbihan,47.709,-3.024
56024,Bréhan,53,Bretagne,56,Morbihan,48.07,-2.687
56025,Brignac,53,Bretagne,56,Morbihan,48.112,-2.395
56026,Bubry,53,Bretagne,56,Morbihan,47.969,-3.176
56027,Buléon,53,Bretagne,56,Morbihan,47.92,-2.675
56028,Caden,53,Bretagne,56,Morbihan,47.64,-2.299
56029,Calan,53,Bretagne,56,Morbihan,47.88,-3.312
56030,Camoël,53,Bretagne,56,Morbihan,47.479,-2.399
56031,Camors,53,Bretagne,56,Morbihan,47.83,-3.0
56032,Campénéac,53,Bretagne,56,Morbihan,47.962,-2.278
56033,Carentoir,53,Bretagne,56,Morbihan,47.82,-2.146
56034,Carnac,53,Bretagne,56,Morbihan,47.608,-3.07
56035,Caro,53,Bretagne,56,Morbihan,47.862,-2.328
56036,Caudan,53,Bretagne,56,Morbihan,47.813,-3.341
56039,La Chapelle-Neuve,53,Bretagne,56,Morbihan,47.855,-2.934
56040,Cléguer,53,Bretagne,56,Morbihan,47.865,-3.365
56041,Cléguérec,53,Bretagne,56,Morbihan,48.128,-3.063
56042,Colpo,53,Bretagne,56,Morbihan,47.816,-2.807
56043,Concoret,53,Bretagne,56,Morbihan,48.066,-2.208
56044,Cournon,53,Bretagne,56,Morbihan,47.749,-2.098
56045,Le Cours,53,Bretagne,56,Morbihan,47.75,-2.508
56046,Crach,53,Bretagne,56,Morbihan,47.63,-3.001
56047,Crédin,53,Bretagne,56,Morbihan,48.038,-2.765
56048,Le Croisty,53,Bretagne,56,Morbihan,48.061,-3.373
56050,La Croix-Helléan,53,Bretagne,56,Morbihan,47.964,-2.511
56051,Cruguel,53,Bretagne,56,Morbihan,47.878,-2.591
56052,Damgan,53,Bretagne,56,Morbihan,47.523,-2.586
56053,Elven,53,Bretagne,56,Morbihan,47.733,-2.593
56054,Erdeven,53,Bretagne,56,Morbihan,47.637,-3.156
56055,Étel,53,Bretagne,56,Morbihan,47.657,-3.198
56056,Évriguet,53,Bretagne,56,Morbihan,48.083,-2.405
56057,Le Faouët,53,Bretagne,56,Morbihan,48.049,-3.509
56058,Férel,53,Bretagne,56,Morbihan,47.487,-2.34
56060,Les Fougerêts,53,Bretagne,56,Morbihan,47.748,-2.197
56061,La Gacilly,53,Bretagne,56,Morbihan,47.773,-2.156
56062,Gâvres,53,Bretagne,56,Morbihan,47.695,-3.334
56063,Gestel,53,Bretagne,56,Morbihan,47.808,-3.438
56065,Gourhel,53,Bretagne,56,Morbihan,47.939,-2.358
56066,Gourin,53,Bretagne,56,Morbihan,48.136,-3.604
56067,Grand-Champ,53,Bretagne,56,Morbihan,47.761,-2.848
56068,La Grée-Saint-Laurent,53,Bretagne,56,Morbihan,48.002,-2.503
56069,Groix,53,Bretagne,56,Morbihan,47.637,-3.464
56070,Guégon,53,Bretagne,56,Morbihan,47.926,-2.586
56071,Guéhenno,53,Bretagne,56,Morbihan,47.892,-2.651
56072,Gueltas,53,Bretagne,56,Morbihan,48.092,-2.81
56073,Guémené-sur-Scorff,53,Bretagne,56,Morbihan,48.066,-3.206
56074,Guénin,53,Bretagne,56,Morbihan,47.906,-2.967
56075,Guer,53,Bretagne,56,Morbihan,47.907,-2.129
56076,Guern,53,Bretagne,56,Morbihan,48.035,-3.102
56077,Le Guerno,53,Bretagne,56,Morbihan,47.591,-2.4
56078,Guidel,53,Bretagne,56,Morbihan,47.794,-3.492
56079,Guillac,53,Bretagne,56,Morbihan,47.924,-2.48
56080,Guilliers,53,Bretagne,56,Morbihan,48.052,-2.414
56081,Guiscriff,53,Bretagne,56,Morbihan,48.043,-3.624
56082,Helléan,53,Bretagne,56,Morbihan,47.968,-2.481
56083,Hennebont,53,Bretagne,56,Morbihan,47.808,-3.27
56084,Le Hézo,53,Bretagne,56,Morbihan,47.581,-2.692
56085,Hœdic,53,Bretagne,56,Morbihan,47.34,-2.876
56086,Île-d'Houat,53,Bretagne,56,Morbihan,47.389,-2.967
56087,Île-aux-Moines,53,Bretagne,56,Morbihan,47.586,-2.849
56088,Île-d'Arz,53,Bretagne,56,Morbihan,47.592,-2.8
56089,Inguiniel,53,Bretagne,56,Morbihan,47.956,-3.26
56090,Inzinzac-Lochrist,53,Bretagne,56,Morbihan,47.856,-3.252
56091,Josselin,53,Bretagne,56,Morbihan,47.954,-2.549
56092,Kerfourn,53,Bretagne,56,Morbihan,48.043,-2.836
56093,Kergrist,53,Bretagne,56,Morbihan,48.147,-2.928
56094,Kervignac,53,Bretagne,56,Morbihan,47.769,-3.248
56096,Landaul,53,Bretagne,56,Morbihan,47.742,-3.099
56097,Landévant,53,Bretagne,56,Morbihan,47.771,-3.114
56098,Lanester,53,Bretagne,56,Morbihan,47.769,-3.326
56099,Langoëlan,53,Bretagne,56,Morbihan,48.121,-3.233
56100,Langonnet,53,Bretagne,56,Morbihan,48.132,-3.481
56101,Languidic,53,Bretagne,56,Morbihan,47.837,-3.148
56102,Forges de Lanouée,53,Bretagne,56,Morbihan,47.987,-2.576
56103,Lantillac,53,Bretagne,56,Morbihan,47.951,-2.661
56104,Lanvaudan,53,Bretagne,56,Morbihan,47.893,-3.245
56105,Lanvénégen,53,Bretagne,56,Morbihan,48.004,-3.532
56106,Larmor-Baden,53,Bretagne,56,Morbihan,47.593,-2.899
56107,Larmor-Plage,53,Bretagne,56,Morbihan,47.716,-3.391
56108,Larré,53,Bretagne,56,Morbihan,47.716,-2.495
56109,Lauzach,53,Bretagne,56,Morbihan,47.611,-2.556
56110,Lignol,53,Bretagne,56,Morbihan,48.027,-3.272
56111,Limerzel,53,Bretagne,56,Morbihan,47.636,-2.361
56112,Lizio,53,Bretagne,56,Morbihan,47.864,-2.52
56113,Locmalo,53,Bretagne,56,Morbihan,48.062,-3.183
56114,Locmaria,53,Bretagne,56,Morbihan,47.302,-3.106
56115,Locmaria-Grand-Champ,53,Bretagne,56,Morbihan,47.76,-2.79
56116,Locmariaquer,53,Bretagne,56,Morbihan,47.578,-2.963
56117,Locminé,53,Bretagne,56,Morbihan,47.88,-2.838
56118,Locmiquélic,53,Bretagne,56,Morbihan,47.73,-3.328
